Clean Age,Country Name,Region,Indicator,Year,Unit of measurement
22,Montenegro,Europe,Victims of intentional homicide,2021,Counts
22,Uruguay,Americas,Victims of intentional homicide,2019,Counts
22,Saint Vincent and the Grenadines,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
5,Saint Vincent and the Grenadines,Americas,Victims of intentional homicide,2019,Counts
22,United Kingdom (Scotland),Europe,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
5,Germany,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
5,Jordan,Asia,Victims of intentional homicide,2021,Counts
22,Portugal,Europe,Victims of intentional homicide,2020,"Rate per 100,000 population"
5,Latvia,Europe,Persons arrested/suspected for intentional homicide,2019,Counts
27,Switzerland,Europe,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
22,Bolivia (Plurinational State of),Americas,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
27,Sweden,Europe,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
22,Serbia,Europe,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
5,Bolivia (Plurinational State of),Americas,Victims of intentional homicide,2016,Counts
22,Bahamas,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
22,Trinidad and Tobago,Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
22,Mongolia,Asia,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
5,Australia,Oceania,Persons arrested/suspected for intentional homicide,2019,Counts
27,Switzerland,Europe,Victims of intentional homicide,2020,"Rate per 100,000 population"
27,Italy,Europe,Victims of intentional homicide,2022,Counts
27,Kenya,Africa,Victims of intentional homicide,2022,Counts
22,Canada,Americas,Victims of intentional homicide,2018,Counts
22,Bahamas,Americas,Victims of intentional homicide,2012,Counts
27,Maldives,Asia,Persons arrested/suspected for intentional homicide,2012,"Rate per 100,000 population"
27,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2014,Counts
22,Kosovo under UNSCR 1244,Europe,Victims of intentional homicide,2016,Counts
5,Türkiye,Asia,Victims of intentional homicide,2017,Counts
27,Hungary,Europe,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
5,Colombia,Americas,Victims of intentional homicide,2020,Counts
22,Czechia,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
27,Austria,Europe,Persons arrested/suspected for intentional homicide,2020,Counts
22,Jordan,Asia,Persons arrested/suspected for intentional homicide,2022,Counts
27,Norway,Europe,Persons arrested/suspected for intentional homicide,2016,Counts
5,Norway,Europe,Victims of intentional homicide,2013,Counts
22,Belgium,Europe,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
5,Spain,Europe,Persons arrested/suspected for intentional homicide,2022,Counts
27,Colombia,Americas,Victims of intentional homicide,2014,Counts
27,Dominican Republic,Americas,Victims of intentional homicide,2018,Counts
27,Croatia,Europe,Persons arrested/suspected for intentional homicide,2008,"Rate per 100,000 population"
22,Bahamas,Americas,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,Colombia,Americas,Victims of intentional homicide,2015,"Rate per 100,000 population"
5,Bosnia and Herzegovina,Europe,Victims of intentional homicide,2020,Counts
27,Switzerland,Europe,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
5,Honduras,Americas,Persons arrested/suspected for intentional homicide,2019,Counts
22,Canada,Americas,Victims of intentional homicide,2013,"Rate per 100,000 population"
27,Denmark,Europe,Victims of intentional homicide,2018,"Rate per 100,000 population"
27,Jordan,Asia,Victims of intentional homicide,2020,Counts
5,Czechia,Europe,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
27,Slovenia,Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
5,Malta,Europe,Victims of intentional homicide,2018,Counts
22,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2015,Counts
22,United States of America,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
22,Türkiye,Asia,Victims of intentional homicide,2017,"Rate per 100,000 population"
22,Grenada,Americas,Victims of intentional homicide,2016,"Rate per 100,000 population"
22,Slovenia,Europe,Victims of intentional homicide,2013,Counts
27,Italy,Europe,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
5,Slovenia,Europe,Victims of intentional homicide,2015,"Rate per 100,000 population"
22,Antigua and Barbuda,Americas,Persons arrested/suspected for intentional homicide,2022,Counts
22,Holy See,Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
22,Switzerland,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
5,Dominica,Americas,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
27,Slovakia,Europe,Victims of intentional homicide,2015,Counts
22,Bermuda,Americas,Victims of intentional homicide,2015,"Rate per 100,000 population"
27,Bolivia (Plurinational State of),Americas,Victims of intentional homicide,2015,"Rate per 100,000 population"
22,Ireland,Europe,Victims of intentional homicide,2021,Counts
22,Malta,Europe,Victims of intentional homicide,2016,Counts
27,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2019,Counts
22,Oman,Asia,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
22,El Salvador,Americas,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
5,Germany,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
22,Czechia,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
5,Hungary,Europe,Victims of intentional homicide,2021,Counts
27,"China, Hong Kong Special Administrative Region",Asia,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
5,Slovenia,Europe,Victims of intentional homicide,2015,Counts
5,Latvia,Europe,Victims of intentional homicide,2017,"Rate per 100,000 population"
5,Australia,Oceania,Persons arrested/suspected for intentional homicide,2014,Counts
27,Slovenia,Europe,Victims of intentional homicide,2021,Counts
27,"China, Hong Kong Special Administrative Region",Asia,Victims of intentional homicide,2020,"Rate per 100,000 population"
5,Ecuador,Americas,Persons arrested/suspected for intentional homicide,2022,Counts
27,Ecuador,Americas,Victims of intentional homicide,2019,Counts
5,Slovenia,Europe,Victims of intentional homicide,2017,"Rate per 100,000 population"
27,Saint Kitts and Nevis,Americas,Persons arrested/suspected for intentional homicide,2018,Counts
22,Barbados,Americas,Victims of intentional homicide,2017,Counts
27,Estonia,Europe,Victims of intentional homicide,2018,Counts
22,"China, Hong Kong Special Administrative Region",Asia,Victims of intentional homicide,2019,"Rate per 100,000 population"
22,Malta,Europe,Victims of intentional homicide,2017,"Rate per 100,000 population"
27,Australia,Oceania,Victims of intentional homicide,2021,"Rate per 100,000 population"
27,Jamaica,Americas,Persons arrested/suspected for intentional homicide,2014,Counts
27,Belize,Americas,Victims of intentional homicide,2018,"Rate per 100,000 population"
27,Iceland,Europe,Victims of intentional homicide,2017,"Rate per 100,000 population"
27,Germany,Europe,Victims of intentional homicide,2019,Counts
5,Bolivia (Plurinational State of),Americas,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,Trinidad and Tobago,Americas,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
22,Mongolia,Asia,Persons arrested/suspected for intentional homicide,2019,Counts
27,Ecuador,Americas,Victims of intentional homicide,2018,Counts
27,United Kingdom (England and Wales),Europe,Persons arrested/suspected for intentional homicide,2016,Counts
22,Bolivia (Plurinational State of),Americas,Victims of intentional homicide,2019,Counts
22,Slovenia,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
22,Barbados,Americas,Victims of intentional homicide,2016,Counts
27,Germany,Europe,Victims of intentional homicide,2013,"Rate per 100,000 population"
22,Sweden,Europe,Persons arrested/suspected for intentional homicide,2020,Counts
22,Bosnia and Herzegovina,Europe,Persons arrested/suspected for intentional homicide,2022,Counts
22,Liechtenstein,Europe,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
27,Honduras,Americas,Victims of intentional homicide,2015,"Rate per 100,000 population"
27,Hungary,Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
22,Belgium,Europe,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
22,Australia,Oceania,Victims of intentional homicide,2018,Counts
22,El Salvador,Americas,Persons arrested/suspected for intentional homicide,2019,Counts
5,Bolivia (Plurinational State of),Americas,Victims of intentional homicide,2021,Counts
27,Croatia,Europe,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
5,Uruguay,Americas,Victims of intentional homicide,2017,Counts
27,Portugal,Europe,Victims of intentional homicide,2012,"Rate per 100,000 population"
5,Colombia,Americas,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
22,Latvia,Europe,Persons arrested/suspected for intentional homicide,2020,Counts
22,United States of America,Americas,Persons arrested/suspected for intentional homicide,2014,Counts
22,Saint Vincent and the Grenadines,Americas,Victims of intentional homicide,2020,Counts
27,Ecuador,Americas,Victims of intentional homicide,2017,Counts
27,Italy,Europe,Persons arrested/suspected for intentional homicide,2020,Counts
5,Germany,Europe,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
22,Canada,Americas,Persons arrested/suspected for intentional homicide,2014,Counts
22,Germany,Europe,Victims of intentional homicide,2020,"Rate per 100,000 population"
5,Honduras,Americas,Victims of intentional homicide,2016,"Rate per 100,000 population"
5,Switzerland,Europe,Persons arrested/suspected for intentional homicide,2018,Counts
27,Mongolia,Asia,Persons arrested/suspected for intentional homicide,2010,Counts
22,Barbados,Americas,Victims of intentional homicide,2019,Counts
5,Portugal,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,Slovenia,Europe,Persons arrested/suspected for intentional homicide,2018,Counts
27,Holy See,Europe,Victims of intentional homicide,2021,Counts
5,Ireland,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
5,Holy See,Europe,Persons arrested/suspected for intentional homicide,2022,Counts
5,Spain,Europe,Victims of intentional homicide,2021,Counts
27,Mongolia,Asia,Victims of intentional homicide,2017,"Rate per 100,000 population"
5,Finland,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
5,Panama,Americas,Victims of intentional homicide,2022,"Rate per 100,000 population"
27,Suriname,Americas,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
5,Chile,Americas,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
5,Chile,Americas,Victims of intentional homicide,2020,Counts
5,Dominica,Americas,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
22,Mexico,Americas,Victims of intentional homicide,2019,Counts
27,Dominica,Americas,Persons arrested/suspected for intentional homicide,2019,Counts
22,Netherlands (Kingdom of the),Europe,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
5,Bolivia (Plurinational State of),Americas,Persons arrested/suspected for intentional homicide,2022,Counts
22,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2021,Counts
27,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2014,"Rate per 100,000 population"
27,Barbados,Americas,Victims of intentional homicide,2018,Counts
